arch_type,pipeline_stages,cache_type,cache_size,compute_units,branch_predictor,out_of_order,transistor_count,die_area_mm2,supply_voltage,max_frequency_ghz,cooling_type,ipc,energy,perf_per_watt
DSP,9,Inclusive,2,5,Dynamic,True,943,161.08502930013717,0.9,2.8063745512164386,passive,1.757,30.989,0.0567
FPGA,8,Non-inclusive,1,26,Static,True,1037,68.02025432556225,1.1,1.0882871682110506,liquid,3.809,80.506,0.04731
CPU,18,Inclusive,2,13,Static,False,1282,351.21678053195444,0.9,3.9530080343061504,passive,1.556,55.863,0.02785
GPU,19,Exclusive,1,64,Dynamic,True,436,388.3726788479147,0.9,3.82538525619688,liquid,9.338,204.111,0.04575
CPU,8,Inclusive,4,41,Static,False,1626,109.17714765991336,0.9,3.799646405544868,liquid,4.801,93.496,0.05135
CPU,6,Non-inclusive,16,44,Static,True,426,281.1302751177309,1.2,3.4813547236735944,liquid,11.17,122.304,0.09133
ASIC,15,Non-inclusive,4,51,Static,True,1201,257.82697959452844,0.9,2.130018808136408,passive,9.106,163.179,0.0558
DSP,12,Non-inclusive,1,24,Dynamic,False,1563,384.607609445301,1.1,2.306986683127116,air,2.543,62.818,0.04048
GPU,5,Inclusive,2,22,Static,True,1300,56.86358282693891,1.1,2.1228373788619743,liquid,3.454,67.637,0.05107
GPU,9,Inclusive,4,39,Static,False,1744,189.13101182348876,1.1,2.355586767575141,passive,4.509,92.581,0.0487
GPU,13,Inclusive,8,45,Dynamic,True,619,106.53780603551037,1.2,2.2026850711395727,air,9.368,145.497,0.06439
FPGA,18,Non-inclusive,4,42,Dynamic,False,656,245.513737302923,0.9,1.5893112872529753,passive,5.161,111.756,0.04618
ASIC,6,Inclusive,2,52,Static,False,1338,271.6244380792374,0.9,1.585941892164552,air,4.472,112.488,0.03976
ASIC,10,Inclusive,16,30,Dynamic,True,1168,86.65677090777449,1.1,3.138439078593831,passive,8.151,96.349,0.0846
GPU,4,Exclusive,2,18,Dynamic,False,1020,360.3504268097504,1.2,3.417559265029269,passive,1.665,42.078,0.03957
FPGA,7,Inclusive,8,61,Dynamic,False,1401,207.1396446260151,0.9,3.3926200412659995,liquid,8.177,128.888,0.06344
CPU,6,Inclusive,4,30,Dynamic,True,271,361.0482080013878,1.0,3.9168102497244632,passive,5.182,90.867,0.05703
FPGA,5,Non-inclusive,4,11,Dynamic,False,473,103.86864562269098,1.2,2.248159076182253,passive,1.528,31.507,0.0485
GPU,5,Non-inclusive,16,28,Dynamic,False,480,200.39014873777873,1.0,1.5755356212198253,passive,5.049,62.889,0.08028
DSP,19,Exclusive,16,21,Dynamic,False,263,112.99405992941121,0.9,1.2545874520874074,passive,4.504,69.724,0.0646
GPU,10,Exclusive,4,24,Dynamic,True,488,237.29544236127975,1.1,3.6131342103186848,air,4.204,84.741,0.04961
ASIC,10,Inclusive,2,18,Static,False,1998,294.3204572896233,1.2,3.1388586934578053,air,2.567,53.631,0.04786
ASIC,8,Exclusive,4,16,Dynamic,False,1431,223.17972737900283,1.1,2.521538985652417,air,2.467,45.779,0.05389
CPU,15,Inclusive,8,37,Static,False,1799,365.8754125021603,1.0,3.2180450626326706,air,5.336,101.488,0.05258
ASIC,9,Exclusive,1,38,Dynamic,False,1972,295.47531630259635,0.9,1.8641698912886906,passive,3.591,85.506,0.042
DSP,9,Non-inclusive,4,16,Static,False,505,339.89609808522374,1.2,2.296859722906288,air,1.69,46.145,0.03662
CPU,13,Inclusive,1,28,Static,False,663,157.58836052452875,1.2,3.230553020226141,air,3.12,77.349,0.04034
DSP,16,Inclusive,16,60,Static,True,1298,380.74514267193274,0.9,1.3574239030434792,air,16.445,191.493,0.08588
ASIC,16,Inclusive,4,1,Static,False,1192,388.2111759618975,1.0,3.0907268225904576,passive,1.113,21.39,0.05203
DSP,15,Non-inclusive,1,30,Static,True,705,365.4910408777473,1.2,1.6637463449929795,passive,4.358,112.128,0.03887
DSP,11,Exclusive,16,33,Static,False,1238,277.9659319984812,1.0,2.5346866361630926,air,6.616,86.784,0.07624
ASIC,12,Non-inclusive,2,38,Static,False,219,205.49994857372647,1.0,3.9096192435767363,air,3.647,92.356,0.03949
CPU,6,Non-inclusive,4,43,Dynamic,False,686,161.1690866239552,1.2,2.9789146275866303,passive,4.945,95.589,0.05173
CPU,7,Inclusive,2,2,Static,False,1219,387.03110132194087,0.9,3.446285922188211,liquid,0.462,15.315,0.03017
GPU,13,Inclusive,8,8,Static,False,659,234.7632332416226,1.2,1.3195420612994495,passive,1.874,35.457,0.05285
FPGA,20,Inclusive,1,63,Static,False,1471,146.70282957189863,1.1,1.3305216741026697,passive,6.415,152.528,0.04206
FPGA,7,Exclusive,16,10,Dynamic,True,1864,163.53999820056475,1.0,1.656745716553138,air,3.168,42.437,0.07465
DSP,5,Inclusive,16,35,Dynamic,False,1380,398.9817831824066,0.9,2.9259975367759936,passive,6.099,78.07,0.07812
ASIC,20,Non-inclusive,2,26,Static,True,1983,383.21474646392835,1.0,3.7874234177457677,liquid,4.766,107.533,0.04432
CPU,9,Exclusive,2,33,Static,True,513,296.2352202127661,1.0,3.6294054847407478,air,4.673,107.54,0.04345
FPGA,18,Non-inclusive,16,38,Dynamic,False,974,118.55423158371565,1.0,2.0321847018836494,liquid,7.514,100.693,0.07462
FPGA,7,Non-inclusive,16,59,Static,False,1399,103.53143853501447,0.9,3.224888836532601,passive,10.364,125.372,0.08267
DSP,9,Non-inclusive,8,30,Dynamic,False,1325,215.28328333893774,1.2,2.421840609567779,liquid,4.337,70.939,0.06114
FPGA,6,Inclusive,2,64,Static,False,1660,258.1840117903116,0.9,1.184879638788391,air,5.639,133.431,0.04226
GPU,17,Inclusive,4,62,Dynamic,True,864,211.654130782327,0.9,3.6406324779148025,liquid,10.809,192.854,0.05605
FPGA,18,Non-inclusive,8,29,Static,True,1535,95.53478937192969,1.1,3.858207980525112,passive,7.181,108.087,0.06644
ASIC,10,Non-inclusive,16,63,Dynamic,True,1049,355.31081142538306,1.2,1.5210782314687024,liquid,16.481,178.507,0.09233
GPU,15,Non-inclusive,1,53,Static,False,1781,143.52920822858832,1.2,2.2092464716677904,liquid,5.078,132.583,0.0383
FPGA,4,Non-inclusive,16,33,Static,False,1777,380.1805976736115,1.0,3.286341457638699,passive,5.211,74.057,0.07036
CPU,11,Exclusive,4,20,Static,True,704,70.33903053836191,1.1,2.9164912791784925,passive,3.983,75.878,0.05249
ASIC,17,Inclusive,8,20,Static,False,415,215.180451962595,0.9,1.091651141097537,liquid,3.091,61.983,0.04987
CPU,9,Inclusive,1,5,Static,False,330,348.9917872365734,1.2,3.344065366618958,air,1.093,20.085,0.05442
ASIC,8,Inclusive,1,10,Dynamic,True,406,372.5489198079296,0.9,1.786512054207127,liquid,2.011,44.831,0.04486
FPGA,4,Exclusive,16,13,Dynamic,False,611,128.65977336514976,1.0,1.2027815604906538,liquid,2.352,30.893,0.07613
CPU,6,Non-inclusive,4,3,Dynamic,False,1045,315.8267722740506,0.9,1.5844159448869588,liquid,1.054,11.284,0.09341
GPU,20,Inclusive,1,6,Static,False,1066,245.78710099727854,1.0,2.5939894656290767,air,0.967,37.718,0.02564
DSP,14,Inclusive,4,25,Static,False,1848,338.8497125758095,0.9,2.502382099803557,passive,2.915,72.268,0.04034
ASIC,12,Inclusive,2,55,Static,False,1532,305.35072937369534,1.1,1.2309945275510636,liquid,5.703,132.266,0.04312
DSP,18,Non-inclusive,4,11,Dynamic,True,145,134.02292905397331,1.0,3.993617650190509,passive,3.302,61.989,0.05327
CPU,4,Inclusive,16,53,Static,False,1042,84.61641321172665,0.9,2.7458409471147562,liquid,8.529,109.269,0.07806
ASIC,18,Inclusive,1,27,Dynamic,False,1042,130.06167825959562,1.2,2.7400412294472223,liquid,3.235,76.976,0.04203
ASIC,7,Inclusive,4,9,Static,True,1495,334.5568670555051,1.0,2.5273818458966764,air,2.312,35.077,0.06591
ASIC,5,Inclusive,4,26,Dynamic,True,1355,152.25500980695298,1.0,1.9911593175522277,liquid,4.328,75.578,0.05727
CPU,20,Exclusive,16,24,Static,False,642,353.1366033609504,1.0,1.8960539763377446,liquid,5.481,77.689,0.07055
CPU,6,Non-inclusive,1,3,Static,False,1585,221.26384102426843,1.1,2.81656544876156,air,0.132,15.975,0.00826
CPU,5,Inclusive,8,58,Dynamic,True,181,195.41633584936045,1.0,3.1848296537475127,passive,10.872,158.911,0.06842
DSP,9,Inclusive,4,15,Dynamic,False,740,336.0204355538249,1.0,2.176468494088469,passive,2.054,42.913,0.04786
FPGA,8,Inclusive,1,38,Static,True,354,201.9222163611238,1.1,2.8768169107309944,passive,4.933,111.743,0.04415
ASIC,7,Inclusive,2,55,Static,False,339,199.77694391718074,1.0,2.831752441375038,liquid,5.367,124.639,0.04306
GPU,20,Inclusive,2,63,Static,False,415,334.0462944772809,1.2,3.5628817434880142,liquid,7.03,155.369,0.04525
ASIC,18,Inclusive,1,46,Dynamic,False,868,296.96906434491507,1.1,3.8988817982531168,air,4.355,120.354,0.03618
CPU,19,Inclusive,16,48,Static,True,1172,168.36251865158317,1.1,1.479272371399509,air,13.906,161.494,0.08611
CPU,19,Non-inclusive,2,33,Dynamic,True,1173,56.69941012854146,1.0,3.1732554085103892,passive,6.138,117.948,0.05204
DSP,11,Inclusive,1,55,Dynamic,False,407,294.0006513986667,1.2,3.612827437541535,air,5.063,129.805,0.039
GPU,5,Exclusive,16,12,Dynamic,False,1373,196.13028634753533,0.9,2.4884566951801688,air,2.487,29.586,0.08406
DSP,5,Inclusive,4,30,Static,True,1256,150.48715068487797,1.2,3.350572676144938,passive,5.23,87.978,0.05945
FPGA,11,Exclusive,2,22,Static,True,389,271.5553948579857,0.9,3.171769564555345,passive,3.948,79.424,0.04971
GPU,8,Exclusive,16,21,Static,False,598,157.88429273228633,1.2,3.110425018193288,air,4.377,53.94,0.08115
GPU,13,Exclusive,4,8,Static,True,1587,367.8784550741927,0.9,3.748271772808707,liquid,2.025,48.065,0.04213
CPU,16,Exclusive,4,49,Static,False,702,117.51291926279642,1.0,1.4409688174635673,air,6.185,120.485,0.05133
ASIC,14,Exclusive,2,54,Dynamic,True,410,336.8117143951207,0.9,1.449041064000577,liquid,7.995,164.386,0.04864
CPU,11,Exclusive,4,24,Dynamic,True,1740,219.13782686740063,1.1,1.8678692369235086,liquid,4.924,82.657,0.05957
GPU,14,Exclusive,4,57,Static,False,1575,387.43824046782873,1.1,1.4853100600289642,air,6.009,133.557,0.04499
DSP,14,Non-inclusive,2,1,Static,True,1493,206.6191948459138,1.2,2.5185782121279883,air,0.804,27.099,0.02967
GPU,4,Non-inclusive,4,36,Static,True,283,159.92363624153643,0.9,1.8398622568357474,air,6.115,103.747,0.05894
CPU,13,Non-inclusive,8,33,Static,False,1341,122.23773101039342,1.0,3.8696929521512287,passive,5.16,81.826,0.06306
ASIC,6,Exclusive,8,43,Static,False,322,252.64325731165,1.2,1.3352384385271585,liquid,5.18,99.473,0.05207
DSP,5,Inclusive,1,13,Static,True,329,145.35783337701696,1.0,3.135322704568675,passive,2.103,41.205,0.05104
ASIC,16,Inclusive,8,48,Static,True,1853,157.26074162202525,1.1,1.5912881372631893,air,10.285,154.742,0.06647
CPU,14,Non-inclusive,16,46,Dynamic,True,1449,253.1762869636004,1.2,3.725493359872215,liquid,12.497,142.052,0.08797
DSP,16,Exclusive,16,58,Dynamic,True,587,213.61743662527735,1.2,1.5940311150148694,liquid,15.914,183.88,0.08655
GPU,6,Non-inclusive,8,63,Static,True,1476,227.85068840002182,0.9,3.1782149074889223,air,11.428,178.901,0.06388
DSP,15,Non-inclusive,8,56,Dynamic,False,1365,245.21065561735372,1.0,1.4079238223637636,liquid,8.108,132.455,0.06121
ASIC,15,Inclusive,16,47,Static,False,1888,89.7547694867155,1.1,1.2872800102040385,liquid,9.143,111.548,0.08196
DSP,7,Exclusive,1,48,Dynamic,False,772,60.2894887956593,0.9,3.529067507374661,air,3.96,108.961,0.03634
FPGA,12,Non-inclusive,8,36,Static,True,1294,158.26176188065017,0.9,3.1637865867082153,liquid,7.362,113.865,0.06466
GPU,17,Inclusive,16,40,Static,True,1983,79.39587876780442,1.2,2.2741085920141986,liquid,11.295,132.692,0.08512
GPU,4,Exclusive,1,24,Dynamic,False,1512,386.09504402203453,1.0,2.853461109774205,air,2.107,53.442,0.03943
FPGA,9,Inclusive,1,9,Static,True,1243,376.88193299201026,1.1,2.8448054125578444,air,2.1,35.992,0.05835
ASIC,11,Inclusive,2,32,Dynamic,True,777,289.1520622401665,1.2,3.5642013632243823,air,5.369,104.535,0.05136
GPU,4,Inclusive,4,17,Dynamic,True,539,277.29635893694666,0.9,1.1805148991002419,passive,3.085,54.911,0.05618
DSP,6,Inclusive,4,27,Static,True,699,172.2163530184226,0.9,3.9639896850122525,liquid,4.614,84.385,0.05468
FPGA,11,Non-inclusive,8,3,Static,True,1772,366.024201344223,1.2,2.304748062342821,passive,1.767,25.27,0.06992
ASIC,12,Non-inclusive,1,63,Static,False,1161,317.227293358662,1.2,1.9412326006078469,passive,5.547,141.467,0.03921
DSP,11,Exclusive,16,17,Static,True,330,347.2332935438528,1.1,1.4708159285626041,liquid,5.045,63.541,0.0794
DSP,10,Inclusive,4,9,Dynamic,False,115,65.05489670606222,1.0,3.633093445530516,passive,0.917,37.756,0.02429
ASIC,6,Exclusive,1,33,Static,True,762,247.36529153673368,1.2,3.8988585671457394,liquid,4.378,100.98,0.04336
ASIC,19,Inclusive,2,13,Static,True,1283,387.0907940696174,0.9,3.7242534413196675,liquid,2.842,70.905,0.04008
FPGA,4,Exclusive,2,37,Static,False,1023,267.5591348867339,1.0,2.4209899243887656,air,3.87,84.538,0.04578
CPU,7,Exclusive,8,18,Static,False,1437,198.69445660850909,1.0,3.6299204596992323,liquid,2.945,50.032,0.05886
DSP,19,Inclusive,16,7,Static,True,1005,277.63091045783136,0.9,1.599038790266347,air,4.364,59.421,0.07344
DSP,5,Exclusive,16,1,Dynamic,True,697,347.65098050586124,1.1,2.3113194201551917,liquid,0.65,14.014,0.04638
GPU,15,Non-inclusive,8,2,Static,False,1783,366.1505556983883,1.0,3.975056038487164,liquid,1.244,21.982,0.05659
ASIC,17,Inclusive,2,17,Dynamic,True,1240,228.92456692758284,1.2,2.5283914748914693,liquid,3.12,72.523,0.04302
GPU,10,Non-inclusive,2,34,Static,True,1985,83.6887680184708,1.1,3.465532765178787,liquid,4.804,109.335,0.04394
CPU,16,Non-inclusive,4,14,Static,True,1758,167.5394306754299,1.2,3.2883096173869655,liquid,3.517,66.97,0.05252
GPU,7,Non-inclusive,2,17,Dynamic,True,475,267.8264955100923,0.9,3.924359317990886,liquid,3.165,54.47,0.05811
CPU,5,Non-inclusive,8,8,Static,True,538,79.88164345577546,0.9,2.5317533272135018,passive,2.081,30.72,0.06774
DSP,9,Non-inclusive,2,38,Static,True,1749,247.39579972098122,1.1,3.5830020130349616,liquid,5.558,115.81,0.04799
DSP,12,Inclusive,8,28,Dynamic,False,1310,209.06511063499477,1.2,1.2488866098869429,passive,3.904,72.922,0.05354
ASIC,11,Non-inclusive,2,10,Static,True,902,391.808161820444,0.9,1.8851476625976842,liquid,1.876,45.068,0.04163
FPGA,12,Inclusive,1,52,Dynamic,True,1127,218.16196328791278,1.1,3.3451886460486198,liquid,7.097,155.786,0.04556
CPU,4,Non-inclusive,8,57,Dynamic,True,1452,123.48587485838347,1.2,1.2267546236313596,liquid,10.953,155.862,0.07027
CPU,12,Exclusive,8,58,Dynamic,True,623,331.79353087538806,1.1,1.4911599223783227,passive,11.244,177.276,0.06343
FPGA,9,Inclusive,2,32,Dynamic,False,1717,254.55283162023926,1.2,3.1508839617204636,air,3.713,75.105,0.04944
GPU,4,Inclusive,1,35,Static,True,1606,321.8684875383863,1.2,3.7338942022307906,passive,4.658,102.515,0.04544
ASIC,9,Non-inclusive,16,47,Dynamic,True,1599,331.47730530396007,1.2,3.141085524992236,liquid,12.495,135.651,0.09211
DSP,19,Non-inclusive,4,7,Static,True,1649,71.58060488959937,1.2,3.3172517014493788,air,2.206,54.416,0.04054
ASIC,19,Exclusive,4,36,Dynamic,False,1030,71.09874311663893,1.2,3.1646845390049054,passive,4.842,98.864,0.04898
DSP,6,Inclusive,1,37,Static,False,1906,351.78800678873125,1.2,3.530485339156997,liquid,3.379,78.32,0.04314
ASIC,10,Inclusive,2,13,Dynamic,False,1693,381.61089381952365,1.0,3.771950801156256,passive,1.148,40.205,0.02855
FPGA,11,Non-inclusive,2,6,Static,True,544,349.12854131479565,1.0,2.5857629465209158,air,1.747,40.799,0.04282
GPU,11,Inclusive,16,27,Dynamic,True,1479,205.93348568404218,0.9,2.5251548380023,liquid,7.923,92.644,0.08552
DSP,4,Inclusive,1,23,Static,True,1624,146.30829952552392,1.1,2.4779858696917705,passive,3.631,64.637,0.05618
FPGA,6,Non-inclusive,8,58,Static,False,1065,190.3631127917397,1.0,3.3363264049181045,liquid,7.232,125.974,0.05741
CPU,7,Inclusive,16,3,Static,True,1432,107.37370910460305,1.0,2.185020378129472,liquid,1.923,18.382,0.10461
FPGA,14,Non-inclusive,2,63,Dynamic,True,945,186.7588450242288,0.9,2.668167039504735,air,9.434,187.041,0.05044
GPU,9,Exclusive,2,53,Static,True,1426,295.9479280350611,1.2,1.4062734220110387,air,7.922,152.828,0.05184
FPGA,20,Inclusive,8,30,Dynamic,True,466,208.32725063541565,1.1,3.8601033198216346,passive,7.162,113.88,0.06289
CPU,13,Inclusive,16,53,Dynamic,True,1732,146.13823368127646,1.1,3.506424078880534,passive,14.558,165.518,0.08795
DSP,20,Inclusive,16,54,Dynamic,False,1729,109.72177757247003,1.0,1.7537657667250395,air,10.407,141.721,0.07343
FPGA,5,Non-inclusive,1,14,Dynamic,True,117,227.42303683456512,1.0,3.8941543622584307,passive,1.789,45.003,0.03975
ASIC,4,Non-inclusive,2,14,Static,True,160,209.20317535339456,1.0,3.905423963639616,air,2.085,46.192,0.04514
FPGA,18,Non-inclusive,4,49,Static,False,790,141.48753292229924,0.9,1.7648741554083722,passive,6.014,124.732,0.04822
CPU,10,Exclusive,1,48,Static,False,1485,240.56350341757235,1.0,3.291520669900553,air,4.18,114.952,0.03636
DSP,14,Non-inclusive,1,44,Static,True,116,380.20488976983273,1.2,1.6461043960544863,passive,6.91,146.663,0.04711
GPU,4,Non-inclusive,1,14,Dynamic,True,1311,212.01641203442014,1.2,3.7753501174262456,passive,1.594,47.288,0.03371
CPU,16,Non-inclusive,8,31,Dynamic,False,1506,144.088300090134,0.9,2.4052961460866924,liquid,4.669,83.497,0.05592
ASIC,13,Exclusive,16,17,Dynamic,False,586,359.5028616147692,1.1,1.6170067432448363,air,3.794,58.298,0.06508
ASIC,17,Non-inclusive,1,59,Static,True,735,83.14137302003054,1.0,1.5271205301145532,air,8.241,186.291,0.04424
ASIC,10,Exclusive,8,55,Static,False,636,67.6974609660142,1.0,2.4757401224369566,air,6.926,126.105,0.05492
FPGA,4,Inclusive,4,38,Dynamic,False,1868,383.4256254226959,1.0,3.6355697421687543,liquid,4.158,84.761,0.04906
GPU,15,Inclusive,8,58,Static,True,1815,103.39808672742302,1.2,1.6667359257014245,liquid,11.382,176.458,0.0645
GPU,5,Non-inclusive,2,17,Dynamic,True,1360,276.18464069929473,1.2,2.2353255297090637,passive,2.984,52.859,0.05645
GPU,5,Exclusive,4,26,Static,False,1327,56.96823317127986,1.2,2.4016793329372583,air,3.194,57.597,0.05545
FPGA,12,Non-inclusive,1,29,Static,True,1365,53.99505460726603,1.1,1.779209787680133,air,4.647,101.166,0.04593
ASIC,7,Non-inclusive,1,53,Dynamic,True,1285,354.523407782039,1.1,3.4141719084430737,air,7.504,149.937,0.05005
ASIC,13,Exclusive,1,20,Dynamic,True,577,320.4144527115301,1.1,1.7491316038441018,passive,3.116,78.206,0.03984
CPU,9,Non-inclusive,16,17,Dynamic,True,1069,371.302666234934,1.2,1.0119836259968733,passive,5.358,61.938,0.08651
GPU,17,Inclusive,4,15,Dynamic,False,1762,195.70005114135526,1.1,2.238902322644175,air,2.133,51.351,0.04154
CPU,15,Exclusive,8,59,Dynamic,False,274,62.64869046549665,1.1,3.214504922757787,passive,7.979,144.155,0.05535
ASIC,19,Non-inclusive,1,41,Static,False,1572,53.591907411809046,1.2,3.9973277017631714,air,4.454,108.727,0.04096
FPGA,14,Non-inclusive,2,6,Static,True,1360,245.5848429218648,1.2,1.5762189791798646,air,2.161,37.995,0.05688
GPU,13,Exclusive,16,50,Static,True,869,193.7053410777688,1.1,2.1320518602836986,liquid,13.848,154.484,0.08964
FPGA,12,Inclusive,4,16,Static,False,390,290.6744558417866,1.2,2.9996456370965277,air,2.044,47.118,0.04338
GPU,9,Inclusive,16,29,Dynamic,True,675,360.15034204813816,1.2,3.4772502688398452,liquid,8.503,94.293,0.09018
ASIC,17,Inclusive,16,10,Static,True,1299,161.59470493960123,1.0,1.8758959437684686,passive,3.968,56.144,0.07068
CPU,5,Exclusive,4,55,Static,True,655,230.13693912390994,1.0,2.9899507541371615,liquid,8.125,154.474,0.0526
FPGA,13,Non-inclusive,16,25,Static,False,1818,339.48870318911037,0.9,1.1724076115041209,air,5.288,65.567,0.08065
FPGA,5,Non-inclusive,8,59,Static,True,437,249.5955098742436,1.1,2.335485932853942,liquid,10.61,158.94,0.06675
FPGA,8,Inclusive,1,6,Dynamic,True,639,227.22238951619593,1.2,3.5572679870590305,passive,1.369,29.81,0.04592
FPGA,8,Inclusive,2,28,Static,True,980,262.20840855974404,1.0,3.313342995402885,liquid,4.278,88.811,0.04817
CPU,15,Non-inclusive,2,52,Dynamic,False,580,199.68035438944756,1.0,3.086529564934163,liquid,5.768,129.092,0.04468
FPGA,17,Non-inclusive,16,17,Static,True,898,83.09163987760735,1.2,2.3612019444366954,passive,6.497,78.5,0.08276
GPU,16,Exclusive,2,61,Dynamic,False,1836,89.9624346522491,1.0,1.6517000739022456,passive,6.359,148.936,0.0427
CPU,19,Exclusive,2,6,Static,True,1758,378.26893505443496,0.9,1.2621215966564674,air,2.018,49.002,0.04118
CPU,5,Exclusive,8,21,Static,False,609,186.1494554280301,0.9,3.986451607755723,liquid,2.92,50.901,0.05737
ASIC,5,Non-inclusive,2,41,Dynamic,False,161,190.15185996647395,1.0,3.31821238774919,passive,3.723,88.86,0.0419
DSP,11,Exclusive,4,31,Static,False,1654,299.5519551777317,1.2,1.0848389575699988,liquid,3.795,82.03,0.04626
FPGA,19,Non-inclusive,4,59,Dynamic,False,1902,102.37201447154366,0.9,2.9252660507411736,liquid,7.237,147.574,0.04904
ASIC,4,Exclusive,1,9,Dynamic,False,242,240.65699032679535,0.9,1.5876132900653532,liquid,0.739,26.181,0.02823
DSP,14,Inclusive,8,55,Dynamic,False,1453,199.90018962855407,1.0,1.7818738710380453,liquid,7.004,131.327,0.05333
GPU,4,Exclusive,16,51,Static,False,1938,220.52076179758873,1.1,2.825048939792903,passive,8.934,107.629,0.08301
ASIC,18,Non-inclusive,1,17,Static,True,627,123.71147156633239,1.2,3.5521061514533523,liquid,3.787,81.326,0.04657
DSP,10,Inclusive,1,49,Dynamic,False,992,207.04531101453287,1.2,3.8112404168592304,liquid,4.833,113.168,0.04271
ASIC,16,Inclusive,2,31,Static,False,1252,315.13047451845944,1.2,2.9065739889609903,liquid,3.05,81.404,0.03747
ASIC,14,Exclusive,8,52,Dynamic,False,1878,62.00719632870786,0.9,1.7172494461772856,liquid,7.387,123.052,0.06003
ASIC,16,Inclusive,2,17,Dynamic,False,723,187.43746185055485,1.2,2.439997436543708,passive,2.648,60.45,0.0438
GPU,10,Inclusive,8,45,Static,True,868,81.988814630971,0.9,1.3220546779519062,air,9.31,137.432,0.06774
GPU,12,Non-inclusive,16,61,Dynamic,True,994,336.3352173186791,1.2,2.8656672683395614,air,16.306,181.812,0.08969
GPU,10,Inclusive,4,54,Dynamic,True,1729,74.33153429744972,0.9,3.6961261884330296,air,8.777,160.493,0.05469
GPU,7,Inclusive,16,18,Dynamic,True,116,341.0048444513325,1.0,1.8294822609028238,air,5.172,65.348,0.07915
CPU,13,Non-inclusive,2,18,Static,False,769,181.38148536305667,1.1,1.7645024270808614,air,2.676,53.631,0.0499
DSP,15,Inclusive,8,16,Dynamic,False,1615,63.491334105617014,1.0,3.0067109304082726,liquid,2.587,53.305,0.04853
DSP,10,Non-inclusive,2,11,Dynamic,False,323,119.19033240895044,1.1,3.8617571778358752,air,1.614,39.46,0.0409
ASIC,11,Inclusive,4,23,Dynamic,False,818,398.0539953265847,1.0,2.9108650240819953,passive,2.639,59.616,0.04427
ASIC,10,Inclusive,16,45,Dynamic,False,969,307.6718610808546,1.0,1.8055487660907121,air,8.005,106.619,0.07508
GPU,9,Inclusive,1,28,Static,False,785,336.19864019688754,1.0,1.7717427278021067,passive,2.437,68.057,0.03581
GPU,18,Inclusive,16,38,Dynamic,True,328,215.10751605923508,1.0,1.079161864735633,air,11.259,134.203,0.0839
DSP,7,Inclusive,2,11,Dynamic,True,1364,205.5118842025345,0.9,1.7516137515523122,passive,1.993,40.062,0.04975
CPU,11,Inclusive,2,28,Static,False,1779,384.48329243484744,1.2,1.1492292425612733,passive,2.678,75.457,0.03549
DSP,19,Exclusive,4,16,Static,False,211,134.4715579179491,1.1,1.3493660806667707,air,2.827,63.556,0.04448
GPU,16,Exclusive,1,53,Dynamic,True,236,204.7355215471216,1.0,3.448266437929954,passive,7.548,171.128,0.04411
ASIC,19,Inclusive,8,38,Static,False,533,77.77289289309732,0.9,1.8700160007505775,passive,5.265,108.359,0.04859
DSP,18,Non-inclusive,2,63,Static,True,1471,134.12891915552444,1.2,2.00769177920449,passive,9.798,197.023,0.04973
FPGA,16,Inclusive,4,27,Dynamic,False,810,105.66158585917236,0.9,1.393327471518189,liquid,3.152,74.615,0.04224
FPGA,5,Exclusive,4,5,Static,False,1206,297.28716847423283,0.9,2.7722551305199294,liquid,0.4,22.338,0.01791
FPGA,6,Inclusive,8,5,Static,False,1694,374.1424096244984,1.0,3.048804777213091,passive,1.423,23.77,0.05987
ASIC,12,Non-inclusive,8,50,Static,True,1989,76.55814156861337,1.1,1.8762627922771284,passive,9.841,157.472,0.06249
FPGA,5,Inclusive,2,12,Static,False,1882,335.1046256221473,1.2,2.6599028324493847,passive,1.113,27.047,0.04115
ASIC,15,Non-inclusive,4,1,Dynamic,False,1229,333.1588667454338,1.0,2.1212305764087276,air,1.07,24.439,0.04378
CPU,6,Non-inclusive,2,53,Static,False,1979,256.252881209429,1.0,1.5325949317376946,liquid,5.336,119.841,0.04453
ASIC,19,Non-inclusive,1,52,Static,True,617,388.241925414059,1.1,1.3569582951475652,liquid,8.015,167.538,0.04784
ASIC,5,Inclusive,16,46,Dynamic,True,603,357.11491371618354,1.0,3.8211404186077855,air,11.517,133.181,0.08648
ASIC,20,Inclusive,8,31,Dynamic,True,531,157.0785891055413,1.0,1.0183623494541503,air,6.931,120.458,0.05754
CPU,20,Non-inclusive,8,40,Static,True,1604,343.25001106094464,1.0,3.3845377313317573,air,9.151,146.468,0.06248
DSP,8,Non-inclusive,1,56,Dynamic,True,1932,287.17221652488905,1.1,3.9276533146057178,liquid,7.849,158.812,0.04942
CPU,19,Inclusive,8,37,Dynamic,False,1909,213.01604840885335,1.1,3.2167237972971447,liquid,5.885,101.926,0.05774
CPU,15,Inclusive,16,34,Dynamic,False,427,113.54578792114225,1.0,1.488830731284149,air,6.675,91.727,0.07277
ASIC,19,Exclusive,8,63,Dynamic,False,1562,228.44411471149175,1.1,1.7183825011725085,liquid,8.32,152.119,0.05469
DSP,17,Inclusive,16,21,Dynamic,True,1957,145.06521326352572,1.2,2.9578885732343476,passive,6.895,88.319,0.07807
